epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,47.07,1.4775,0.76878,1.14999,0.97605,1,0.995,0.64918,1.47344,0.63673,1.1771,0.0012476,0.0012476,0.0012476
21,49.3803,1.44438,0.76514,1.07749,0.97632,1,0.995,0.62269,1.55019,0.70218,1.28634,0.001208,0.001208,0.001208
22,51.7295,1.48337,0.76266,1.13158,0.97624,1,0.995,0.64969,1.41471,0.55365,1.16055,0.0011684,0.0011684,0.0011684
23,53.9963,1.57942,0.79242,1.16342,0.97364,1,0.995,0.62371,1.50539,0.59442,1.24563,0.0011288,0.0011288,0.0011288
24,56.3609,1.50232,0.78134,1.1108,0.97641,1,0.995,0.597,1.65198,0.6092,1.1982,0.0010892,0.0010892,0.0010892
25,58.7246,1.40784,0.7487,1.08256,0.97776,1,0.995,0.42488,2.01064,0.70117,1.36318,0.0010496,0.0010496,0.0010496
26,60.9988,1.53493,0.74649,1.1241,0.97776,1,0.995,0.52421,1.75011,0.63046,1.21163,0.00101,0.00101,0.00101
27,63.3085,1.37538,0.69264,1.07894,0.97791,1,0.995,0.52407,1.71881,0.57297,1.20604,0.0009704,0.0009704,0.0009704
28,65.5877,1.49637,0.76153,1.09952,0.97579,1,0.995,0.597,1.4487,0.53797,1.11953,0.0009308,0.0009308,0.0009308
29,67.8934,1.44334,0.72397,1.11564,0.9777,1,0.995,0.62539,1.66174,0.6134,1.1517,0.0008912,0.0008912,0.0008912
30,70.1987,1.40777,0.72129,1.09891,0.97764,1,0.995,0.62685,1.70432,0.57714,1.16292,0.0008516,0.0008516,0.0008516
31,72.4685,1.41552,0.72031,1.07146,0.97561,1,0.995,0.62407,1.66359,0.61712,1.15422,0.000812,0.000812,0.000812
32,74.7826,1.38903,0.72692,1.06248,0.9752,1,0.995,0.62334,1.48816,0.58738,1.16644,0.0007724,0.0007724,0.0007724
33,77.0469,1.346,0.68994,1.05909,0.9768,1,0.995,0.6965,1.43697,0.60885,1.13921,0.0007328,0.0007328,0.0007328
34,79.4054,1.39747,0.69912,1.04904,0.9776,1,0.995,0.55164,1.69248,0.56539,1.24596,0.0006932,0.0006932,0.0006932
35,81.6777,1.31863,0.66477,1.03795,0.97888,1,0.995,0.55019,1.80329,0.52128,1.23794,0.0006536,0.0006536,0.0006536
36,83.9606,1.25481,0.62726,1.03015,0.97944,1,0.995,0.597,1.81374,0.57812,1.24661,0.000614,0.000614,0.000614
37,86.2577,1.29291,0.62671,1.06486,0.97781,1,0.995,0.60075,1.76537,0.60376,1.28315,0.0005744,0.0005744,0.0005744
38,88.6024,1.34234,0.69242,1.06671,0.97865,1,0.995,0.62345,1.59018,0.6627,1.22694,0.0005348,0.0005348,0.0005348
39,90.9029,1.29327,0.68193,1.0238,0.97654,1,0.995,0.597,1.69401,0.67418,1.25749,0.0004952,0.0004952,0.0004952
40,93.169,1.2307,0.6517,1.01792,0.97759,1,0.995,0.52438,1.69505,0.70264,1.21633,0.0004556,0.0004556,0.0004556
41,97.26,1.28503,0.64652,1.10431,0.9777,1,0.995,0.62371,1.67498,0.56837,1.16316,0.000416,0.000416,0.000416
42,99.6327,1.24503,0.63273,1.06795,0.97786,1,0.995,0.52375,1.81679,0.55296,1.20096,0.0003764,0.0003764,0.0003764
43,101.988,1.28672,0.63303,1.10199,0.97761,1,0.995,0.4975,1.99548,0.56642,1.27531,0.0003368,0.0003368,0.0003368
44,104.297,1.28095,0.63094,1.08567,0.97811,1,0.995,0.54896,1.8406,0.53985,1.22236,0.0002972,0.0002972,0.0002972
45,106.571,1.20337,0.60758,1.03213,0.97813,1,0.995,0.597,1.78454,0.56152,1.20446,0.0002576,0.0002576,0.0002576
46,108.899,1.23295,0.61901,1.06424,0.97825,1,0.995,0.52457,1.73929,0.49968,1.1925,0.000218,0.000218,0.000218
47,111.199,1.24873,0.6037,1.06396,0.97874,1,0.995,0.55267,1.76061,0.5285,1.21653,0.0001784,0.0001784,0.0001784
48,113.475,1.19756,0.59995,1.06703,0.97839,1,0.995,0.52457,1.77704,0.55111,1.22469,0.0001388,0.0001388,0.0001388
49,115.793,1.19145,0.61213,1.06051,0.97865,1,0.995,0.64905,1.75393,0.51391,1.2002,9.92e-05,9.92e-05,9.92e-05
50,118.094,1.15588,0.5831,1.05151,0.97838,1,0.995,0.64905,1.73395,0.49234,1.18652,5.96e-05,5.96e-05,5.96e-05
