epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,79.9834,1.86247,1.61988,0.95878,0.25737,1,0.33167,0.199,1.71362,2.82256,1.04085,0.0009704,0.0009704,0.0009704
28,82.7931,2.16818,1.46814,1.0194,0.48806,1,0.4975,0.2985,1.5972,2.74158,0.93285,0.0009308,0.0009308,0.0009308
29,85.6079,1.6528,1.28411,0.90826,0.48662,1,0.4975,0.34825,1.58045,2.03692,0.90968,0.0008912,0.0008912,0.0008912
30,88.495,1.90446,1.43471,0.88744,0.2204,1,0.24875,0.14925,2.0282,8.77347,0.97542,0.0008516,0.0008516,0.0008516
31,91.3683,1.65145,1.186,0.76241,0.2204,1,0.24875,0.14925,0,0.6499,0,0.000812,0.000812,0.000812
32,94.1766,2.11238,1.4221,1.00508,0.2204,1,0.24875,0.14925,0,1.10547,0,0.0007724,0.0007724,0.0007724
33,96.9788,1.78879,1.17832,0.80357,0.2204,1,0.24875,0.14925,0,0.02051,0,0.0007328,0.0007328,0.0007328
34,99.8027,1.83848,1.66025,0.90137,0.2204,1,0.24875,0.14925,0,0.00781,0,0.0006932,0.0006932,0.0006932
35,102.682,2.52734,2.19029,1.23324,0.2204,1,0.24875,0.14925,4.03531,7.1875,3.04253,0.0006536,0.0006536,0.0006536
36,105.454,1.86373,1.23325,0.88838,0.92529,1,0.995,0.46433,2.05814,1.24696,1.05733,0.000614,0.000614,0.000614
37,108.259,1.80574,1.29306,0.88752,0.94348,1,0.995,0.4975,1.94683,1.08142,0.98719,0.0005744,0.0005744,0.0005744
38,111.175,2.16839,1.44205,0.98428,0.92742,1,0.995,0.4975,1.52643,0.96058,0.91163,0.0005348,0.0005348,0.0005348
39,113.944,1.66787,1.38293,0.83585,0.92596,1,0.995,0.6965,1.33826,0.91842,0.89168,0.0004952,0.0004952,0.0004952
40,116.776,1.89177,1.46568,0.94304,0.90348,1,0.995,0.57212,1.36678,1.11494,0.92413,0.0004556,0.0004556,0.0004556
41,121.495,1.28625,0.92317,0.67521,0.87083,1,0.995,0.51408,1.69557,1.30246,1.00064,0.000416,0.000416,0.000416
42,124.296,1.42123,1.07261,0.77513,0.86109,1,0.995,0.51408,1.66648,1.23369,0.98422,0.0003764,0.0003764,0.0003764
43,127.111,1.21289,0.69458,0.63569,0.91408,1,0.995,0.6965,1.48568,1.03525,0.91248,0.0003368,0.0003368,0.0003368
44,129.875,1.07829,0.66333,0.58638,0.92366,1,0.995,0.6965,1.50971,1.04169,0.91314,0.0002972,0.0002972,0.0002972
45,132.649,1.12595,0.7405,0.60558,0.92413,1,0.995,0.597,1.54785,0.99662,0.926,0.0002576,0.0002576,0.0002576
46,135.424,1.39843,0.85704,0.72395,0.92343,1,0.995,0.597,1.70219,0.98624,0.94947,0.000218,0.000218,0.000218
47,138.247,1.51791,0.99746,0.86511,0.9241,1,0.995,0.4975,1.71953,0.97947,0.95189,0.0001784,0.0001784,0.0001784
48,141.099,1.5707,0.93016,0.89955,0.92807,1,0.995,0.597,1.67581,0.9835,0.94795,0.0001388,0.0001388,0.0001388
49,143.848,1.59574,1.01439,0.8994,0.92943,1,0.995,0.597,1.63736,0.97715,0.94257,9.92e-05,9.92e-05,9.92e-05
50,146.71,1.44795,0.95257,0.8112,0.93293,1,0.995,0.597,1.59338,0.97586,0.93954,5.96e-05,5.96e-05,5.96e-05
